David R.Rowe Park,Daly City,37.6879241,-122.4702079
Edgewood Park,Daly City,37.7002414,-122.4596656
Gellert Park,Daly City,37.6634788,-122.4708336
Hillside Park,Daly City,37.6948367,-122.4592138
Lincoln Park,Daly City,37.7070298,-122.452087
Longview Park,Daly City,37.6668497,-122.4894886
Marchbank Park,Daly City,37.7013439,-122.468852
Mission Hills Park,Daly City,37.7076422,-122.4413272
Northridge Park,Daly City,37.6796963,-122.4938658
Palisades Park,Daly City,37.6893478,-122.4953112
Polaris Park,Daly City,37.7077211,-122.4372644
Sullivan Skate Park,Daly City,37.6899761,-122.4719539
Thornton Beach Vista,Daly City,37.6980514,-122.4958009
Wetlake Park,Daly City,37.7043047,-122.4838731
Baxter Creek Gateway Park,El Cerrito,37.93082709999999,-122.322047
Bruce King Memorial Dog Park,El Cerrito,37.921713,-122.3139647
Centennial Park,El Cerrito,37.907403,-122.3030759
Central Park,El Cerrito,37.9161326,-122.310765
Cerrito Vista Park,El Cerrito,37.9140929,-122.3003351
Creekside Park,El Cerrito,37.898388,-122.3049938
Huber Park,El Cerrito,37.9134719,-122.2913557
Poinsett Park,El Cerrito,37.935031,-122.317429
61st Street Mini-Park,Emeryville,37.8433129,-122.2883827
Christie Avenue Park,Emeryville,37.8410733,-122.2949246
Davenport Park,Emeryville,37.8402238,-122.2981359
Doyle Hollis Park,Emeryville,37.8431397,-122.289313
Shorebird Park,Emeryville,37.8402238,-122.2981359
Marina Park,Emeryville,37.8383916,-122.3149853
Stanford Avenue Park,Emeryville,37.8410041,-122.2826734
Temescal Creek Park,Emeryville,37.8371017,-122.2771743
Peladeu Park,Emeryville,37.8393966,-122.2900076
Sherwin Williams Park,Emeryville,37.8503462,-122.285689
Arcturus Park,Foster City,37.5477333,-122.2768199
Baywinds Park,Foster City,37.5726095,-122.2794507
Boat Park,Foster City,37.5558968,-122.2604083
Boothbay Park,Foster City,37.5394532,-122.2729503
Bridgeview Park,Foster City,37.57250519999999,-122.2620212
Catamaran Park,Foster City,37.55300709999999,-122.2652105
Edgewater Park,Foster City,37.5485545,-122.2748649
Erckenbrack Park,Foster City,37.5630716,-122.2606032
Farragut Park,Foster City,37.5461742,-122.2669838
Foster City Dog Park,Foster City,37.556035,-122.2603815
Gateshead Park,Foster City,37.5403143,-122.2607034
Gull Park,Foster City,37.5668744,-122.2598146
Ketch Park,Foster City,37.5510787,-122.2577673
Killdeer Park,Foster City,37.5687046,-122.2605146
Leo J Ryan Park,Foster City,37.5570425,-122.2699524
Leo Park,Foster City,37.5570425,-122.2699524
Levee Pedway,Foster City,37.5530986,-122.2864163
Marlin Park,Foster City,37.5586557,-122.2535132
Opompano Park,Foster City,37.5591002,-122.2518382
Port Royal Park,Foster City,37.5351208,-122.2663869
Sea Cloud Park,Foster City,37.5441435,-122.2582304
Shad Park,Foster City,37.5614867,-122.2518293
Shorebird Park,Foster City,37.5535901,-122.2485499
Sunfish Park,Foster City,37.5559069,-122.2517406
Turnstone Park,Foster City,37.5657017,-122.2547983
Greenwood Park,Hayward,37.6480958,-122.1148089
Centennial Park,Hillsborough,37.5765982,-122.3561555
Crossroads Park,Hillsborough,37.5556584,-122.3511085
Vista Park,Hillsborough,37.5519462,-122.3488442
Community Center,Kensington,37.9138342,-122.2806743
Community Park,Lafayette,37.8627232,-122.1009322
Brook Street Park,Lafayette,37.888346,-122.120608
Leigh Creekside Park,Lafayette,37.8913081,-122.1117029
Bayfront Park,Mill Valley,37.8945493,-122.5253463
Blithedale Park,Mill Valley,37.91834730000001,-122.557425
Ernest Bloch Memorial Park,Mill Valley,45.5133705,-122.6848908
Boyle Park,Mill Valley,37.9047704,-122.5383183
Cascade Park,Mill Valley,37.9131661,-122.5652898
Freeman Park,Mill Valley,37.8994385,-122.5304679
Hauke Park,Mill Valley,37.8973641,-122.5234844
Miller Grove Park,Mill Valley,37.9099256,-122.5488654
Old Mill Park,Mill Valley,37.9050161,-122.5530063
Scott Highlands Park,Mill Valley,37.9157079,-122.5371463
Skate Park,Mill Valley,37.8817713,-122.5240942
Sycamore Park,Mill Valley,37.89985739999999,-122.53493
Bayside Manor Park,Millbrae,37.6046974,-122.3868685
Central Park,Millbrae,37.600757,-122.3996492
Green Hills Park,Millbrae,37.6068766,-122.4015963
Lion Park,Millbrae,37.5991745,-122.4089419
Marina Vista Park,Millbrae,37.6106873,-122.3946484
Meadows Park,Millbrae,37.6020152,-122.416464
Mills Estates Park,Millbrae,37.5793125,-122.397525
Rotary Park,Millbrae,37.593768,-122.3966399
Skate Park,Millbrae,37.5959867,-122.3912143
Montara Beach,Montara,37.54688710000001,-122.5149481
Commons Park,Moraga,37.8409136,-122.1257424
Rancho Laguna Park,Moraga,37.809134,-122.112739
Orinda Community Center Park,Orinda,37.8830553,-122.1878526
Orida Oaks Park,Orinda,37.8552629,-122.1531976
Edgemar Park,Pacifica,37.6535971,-122.4871451
Fairmont Park ,Pacifica,37.6585701,-122.4806255
Fairmont West Park,Pacifica,37.6602527,-122.4866
Horizon Park ,Pacifica,37.6535364,-122.4781885
Imperial Park,Pacifica,37.6553453,-122.477594
Oddstad Park,Pacifica,37.5877605,-122.4680758
McNee Ranch State Park,Pacifica,37.56349489999999,-122.5004975
Pacifica Skate Park,Pacifica,37.5982212,-122.5001912
Portola Mini Park,Pacifica,37.5927965,-122.4985219
San Pedro Valley County Park,Pacifica,37.5779394,-122.4757307
Frontierland Park,Pacifica,37.5856321,-122.4647767
Brighton Mini Park,Pacifica,37.6309168,-122.4842875
Palmetto mini Park,Pacifica,37.6309168,-122.4842875
Blair Park,Piedmont,37.8295001,-122.2276451
Crocker Park,Piedmont,37.8187827,-122.2245278
Dracena Quarry Park,Piedmont,37.8269055,-122.2391425
Kennelly Skate Park,Piedmont,37.8324125,-122.2304186
Linda Park,Piedmont,37.8223443,-122.2459184
Piedmont Park,Piedmont,37.8217444,-122.2331268
Andrew Spina Park,Redwood City,37.483371,-122.2013461
Dolphin Park,Redwood City,37.5262269,-122.2546654
Dove Beeger Park,Redwood City,37.47906529999999,-122.2537791
Fleishman Park,Redwood City,37.4723401,-122.2208044
Garrett Park,Redwood City,37.4684765,-122.257466
Hawes Park,Redwood City,37.4722106,-122.230822
Hoover Park,Redwood City,37.4837263,-122.2147815
Linden Park,Redwood City,37.4726284,-122.2180856
Maddux Park,Redwood City,37.4572139,-122.2363017
Mariner Park,Redwood City,37.5251741,-122.2485499
Marlin Park,Redwood City,37.5308166,-122.248789
Mezes Park,Redwood City,37.4916994,-122.2362685
Palm Park,Redwood City,37.4697682,-122.2285171
Preserve Park,Redwood City,37.5422816,-122.2478044
RedMorton Park,Redwood City,37.4716062,-122.2387476
Sandpiper Park,Redwood City,37.5327472,-122.2568474
Shannon Park,Redwood City,37.5365732,-122.2425858
Shorebird Park,Redwood City,37.5352199,-122.2538677
Stafford Park,Redwood City,37.4820239,-122.2475498
Stulsaft Park,Redwood City,37.4563222,-122.2488888
Wellesley Crescent Park,Redwood City,37.490286,-122.2432318
Westwood Park,Redwood City,37.461382,-122.2459795
Abraham Braxton Park,Richmond,37.9242969,-122.3223551
Barbara & Jay Vincent Park,Richmond,37.9090278,-122.3512883
Bay Vista Park,Richmond,37.9839609,-122.343115
Belding-Garcia Park,Richmond,37.9470969,-122.3548556
Boorman Park,Richmond,37.9286309,-122.3452924
Burg Park,Richmond,37.9425128,-122.3393833
Central Park,Richmond,37.5896941,-77.44007739999999
Country club vista Park,Richmond,37.987138,-122.3418943
Crescent Park,Richmond,37.9162981,-122.3250583
Hilltop Park,Richmond,37.9759482,-122.3359055
Hilltop Green Park,Richmond,37.9806422,-122.3109572
Hilltop Lake Park,Richmond,37.984631,-122.3298833
Humboldt Park,Richmond,41.9124242,-87.70008879999999
Huntington Park,Richmond,37.9077048,-122.3090223
John F Kennedy Park,Richmond,37.9267219,-122.3316546
Judge Carroll Park,Richmond,37.924855,-122.3827946
Kenny Park,Richmond,37.9357576,-122.3477486
La Moine park,Richmond,37.9705724,-122.2796271
Lucas Park,Richmond,37.9438048,-122.3592827
Lucretia Edwards Park,Richmond,37.9098835,-122.3551842
Marina Bay Park,Richmond,37.9148011,-122.3472406
Mendocino Park,Richmond,37.9119022,-122.3113717
Mira Vista Park,Richmond,37.9374019,-122.3215579
Nevin Park,Richmond,37.93602490000001,-122.364772
Nicholl Park,Richmond,37.9343781,-122.3400257
Pt. Milate Beach Park,Richmond,37.94137440000001,-122.4106544
Rain Cloud Park,Richmond,37.9647198,-122.270954
Santa Fe Union Park,Richmond,35.6869752,-105.937799
Shimada Friendship Park,Richmond,37.9083308,-122.344584
Southside Community Park,Richmond,35.0075327,-85.3100019
State Court Park,Richmond,37.9234859,-122.3266949
Tiller Park,Richmond,37.9390196,-122.3240379
Unity Park,Richmond,37.931138,-122.354169
Wendell Park,Richmond,37.9456191,-122.3432067
City park,San Bruno,37.6142952,-122.4158584
Commodore Park,San Bruno,37.6311142,-122.4247286
Grundy Park,San Bruno,37.6219295,-122.4214803
Bayshore Circle Park,San Bruno,37.6150199,-122.4156675
Buckeye Park,San Bruno,37.6146857,-122.4318519
Forest Lane Park,San Bruno,37.6332907,-122.4169064
Lions Park,San Bruno,37.6234957,-122.4053134
Lomita Park,San Bruno,37.6166019,-122.4044168
Monte Verde Park,San Bruno,37.6338978,-122.4504101
Pacific Heights Park,San Bruno,37.6291603,-122.4548624
Ponderosa Park,San Bruno,37.6359096,-122.4693558
Posy Park,San Bruno,37.6285192,-122.4110658
7th Avenue Park,San Bruno,37.630628,-122.4054396
7th and Walnut Park,San Bruno,37.6330384,-122.4055789
Cedar Street Park,San Carlos,37.5111783,-122.2711488
Ball Park,San Leandro,37.7082685,-122.1601482
Bonaire Park,San Leandro,37.6932475,-122.1613383
Chabot Park,San Leandro,37.73133920000001,-122.1312333
Cherry Grove Park,San Leandro,37.7153828,-122.1715894
Dog Park,San Leandro,37.6897251,-122.1826733
Grover Cleveland Park,San Leandro,37.72197,-122.1789938
Floresta Park,San Leandro,37.6982871,-122.1453321
Halcyon Park,San Leandro,37.7067493,-122.1374371
Marina Park,San Leandro,37.6935351,-122.1859148
McCartney Park,San Leandro,37.7339238,-122.1577519
Memorial Park,San Leandro,37.728048,-122.1495905
Root Park,San Leandro,37.7268069,-122.1578406
Stenzel Park,San Leandro,37.6871216,-122.1603404
Thrasher Park,San Leandro,37.721862,-122.1648117
Toyon Park,San Leandro,37.7116171,-122.1343164
Siempre Verde Park,San Leandro,37.7292426,-122.1662675
Victoria Oark,San Leandro,37.7367183,-122.1532277
Warden Park,San Leandro,37.7232731,-122.1815837
San Lorenzo Community Center Park,San Lorenzo,37.6651002,-122.1431582
Mervin Morris Park,San Lorenzo,37.6778385,-122.1378958
Bay Meadows Community Park,San Mateo,37.54572,-122.2983496
Bayside Park,San Mateo,37.5670476,-122.2934088
Beresford Park,San Mateo,37.5379048,-122.3121245
Casanova Park,San Mateo,37.5342635,-122.281516
Central Park,San Mateo,37.5615973,-122.3232587
Harborview Park,San Mateo,37.5806042,-122.3141706
Indian Springs Park,San Mateo,37.5284959,-122.3029669
Lakeshore Park,San Mateo,37.5495884,-122.2877625
Laurelwood Park,San Mateo,37.5261852,-122.3234329
Laurie Meadows Park,San Mateo,37.5327734,-122.2817014
Los Prados Park,San Mateo,37.5434104,-122.2821879
Mariners Island Park,San Mateo,37.5628144,-122.2878954
Martin Luther King Park,San Mateo,37.5743499,-122.325455
Paddock Park,San Mateo,37.5431078,-122.2971412
Parkside Aquatic Park,San Mateo,37.5607861,-122.2921372
Ryder Park,San Mateo,37.5743896,-122.3067033
Seal Point Park,San Mateo,37.5733599,-122.3027504
Shoreview Park,San Mateo,37.5691973,-122.3036541
Trinta Park,San Mateo,37.5509388,-122.3091572
Cloud View Park,Sausalito,37.8526957,-122.4868356
Cazneau Park,Sausalito,37.8571438,-122.4876868
Dunphy Park,Sausalito,37.8610996,-122.4881494
Gabrielson Park,Sausalito,37.8571307,-122.4789648
Marinship Park,Sausalito,37.8646719,-122.4960764
Mary Ann Sears Park,Sausalito,37.85702200000001,-122.4830368
MLK Park,Sausalito,37.8681996,-122.504388
Robin Sweeny Park,Sausalito,37.8599721,-122.4885528
Southview Park,Sausalito,37.8506516,-122.4820159
Tiffany Park,Sausalito,37.8507691,-122.4793838
Yee Tock Chee Park,Sausalito,37.8549552,-122.478788
Orange Memoria; Park,South San Francisco,37.6533641,-122.4270409
Westborough Park,South San Francisco,37.6443533,-122.4586719
Alta Loma Park,South San Francisco,37.66146639999999,-122.447991
Avalon Park,South San Francisco,37.64143079999999,-122.4350165
Brentwood Park,South San Francisco,37.6375586,-122.4329026
Buri Buri Park,South San Francisco,37.6526415,-122.441256
Clay Park,South San Francisco,37.6614619,-122.4594134
Paradise Valley Park,South San Francisco,37.6644425,-122.4101808
Sellick Park,South San Francisco,37.6434296,-122.4492008
Sign Hill Park,South San Francisco,37.6661661,-122.4187629
Sister cities Park,South San Francisco,37.793208,-122.4063757
Elkwood Park,South San Francisco,37.6558072,-122.4367505
Zamora Park,South San Francisco,37.64143079999999,-122.4350165
Paradise Cay Yacht Harbor,Tiburon,37.916086,-122.4774454
